Key,scientificName,commonName
recflo1,Dicaeum geelvinkianum,Red-capped Flowerpecker
rekflo1,Dicaeum haematostictum,Black-belted Flowerpecker
mistle1,Dicaeum hirundinaceum,Mistletoebird
whbflo1,Dicaeum hypoleucum,White-bellied Flowerpecker
blfflo1,Dicaeum igniferum,Black-fronted Flowerpecker
fibflo2,Dicaeum ignipectus,Fire-breasted Flowerpecker
recflo2,Dicaeum maugei,Red-chested Flowerpecker
yebflo1,Dicaeum melanozanthum,Yellow-bellied Flowerpecker
plaflo2,Dicaeum minullum,Plain Flowerpecker
blsflo1,Dicaeum monticolum,Black-sided Flowerpecker
crcflo1,Dicaeum nehrkorni,Crimson-crowned Flowerpecker
olcflo1,Dicaeum nigrilore,Olive-capped Flowerpecker
louflo1,Dicaeum nitidum,Louisiade Flowerpecker
olcflo2,Dicaeum pectorale,Olive-crowned Flowerpecker
whiflo1,Dicaeum proprium,Whiskered Flowerpecker
pygflo1,Dicaeum pygmaeum,Pygmy Flowerpecker
cebflo1,Dicaeum quadricolor,Cebu Flowerpecker
sccflo1,Dicaeum retrocinctum,Scarlet-collared Flowerpecker
blbflo1,Dicaeum sanguinolentum,Blood-breasted Flowerpecker
flbflo3,Dicaeum schistaceiceps,Halmahera Flowerpecker
orbflo1,Dicaeum trigonostigma,Orange-bellied Flowerpecker
motflo1,Dicaeum tristrami,Mottled Flowerpecker
schflo1,Dicaeum trochileum,Scarlet-headed Flowerpecker
whtflo1,Dicaeum vincens,White-throated Flowerpecker
andflo1,Dicaeum virescens,Andaman Flowerpecker
ashflo1,Dicaeum vulneratum,Ashy Flowerpecker
banant2,Dichrozona cincta,Banded Antbird
fotdro5,Dicrurus adsimilis,Fork-tailed Drongo
brodro1,Dicrurus aeneus,Bronzed Drongo
alddro1,Dicrurus aldabranus,Aldabra Drongo
anddro1,Dicrurus andamanensis,Andaman Drongo
crbdro1,Dicrurus annectens,Crow-billed Drongo
vemdro5,Dicrurus atactus,Fanti Drongo
shidro1,Dicrurus atripennis,Shining Drongo
balica1,Dicrurus balicassius,Balicassiao
spadro1,Dicrurus bracteatus,Spangled Drongo
whbdro1,Dicrurus caerulescens,White-bellied Drongo
waldro1,Dicrurus densus,Wallacean Drongo
fotdro4,Dicrurus divaricatus,Glossy-backed Drongo
credro1,Dicrurus forficatus,Crested Drongo
comdro1,Dicrurus fuscipennis,Comoro Drongo
hacdro1,Dicrurus hottentottus,Hair-crested Drongo
ashdro1,Dicrurus leucophaeus,Ashy Drongo
srldro1,Dicrurus lophorinus,Sri Lanka Drongo
cstdro1,Dicrurus ludwigii,Common Square-tailed Drongo
bladro1,Dicrurus macrocercus,Black Drongo
ritdro1,Dicrurus megarhynchus,Ribbon-tailed Drongo
tabdro1,Dicrurus menagei,Tablas Drongo
vemdro6,Dicrurus modestus,Velvet-mantled Drongo
suldro1,Dicrurus montanus,Sulawesi Drongo
wstdro1,Dicrurus occidentalis,Western Square-tailed Drongo
grtdro1,Dicrurus paradiseus,Greater Racket-tailed Drongo
lrtdro1,Dicrurus remifer,Lesser Racket-tailed Drongo
shadro1,Dicrurus sharpei,Sharpe's Drongo
sumdro1,Dicrurus sumatranus,Sumatran Drongo
maydro1,Dicrurus waldenii,Mayotte Drongo
tobpig1,Didunculus strigirostris,Tooth-billed Pigeon
whsflo1,Diglossa albilatera,White-sided Flowerpiercer
cibflo1,Diglossa baritula,Cinnamon-bellied Flowerpiercer
bktflo1,Diglossa brunneiventris,Black-throated Flowerpiercer
bluflo1,Diglossa caerulescens,Bluish Flowerpiercer
gybflo1,Diglossa carbonaria,Gray-bellied Flowerpiercer
masflo1,Diglossa cyanea,Masked Flowerpiercer
scaflo1,Diglossa duidae,Scaled Flowerpiercer
debflo1,Diglossa glauca,Deep-blue Flowerpiercer
merflo1,Diglossa gloriosa,Merida Flowerpiercer
chbflo1,Diglossa gloriosissima,Chestnut-bellied Flowerpiercer
blkflo1,Diglossa humeralis,Black Flowerpiercer
indflo1,Diglossa indigotica,Indigo Flowerpiercer
gloflo1,Diglossa lafresnayii,Glossy Flowerpiercer
greflo1,Diglossa major,Greater Flowerpiercer
mouflo1,Diglossa mystacalis,Moustached Flowerpiercer
slaflo1,Diglossa plumbea,Slaty Flowerpiercer
rusflo1,Diglossa sittoides,Rusty Flowerpiercer
venflo1,Diglossa venezuelensis,Venezuelan Flowerpiercer
whbwea1,Dinemellia dinemelli,White-headed Buffalo-Weaver
bkrfla1,Dinopium benghalense,Black-rumped Flameback
sptfla1,Dinopium everetti,Spot-throated Flameback
comfla1,Dinopium javanense,Common Flameback
bkrfla2,Dinopium psarodes,Red-backed Flameback
olbwoo2,Dinopium rafflesii,Olive-backed Woodpecker
himfla1,Dinopium shorii,Himalayan Flameback
royalb1,Diomedea epomophora,Royal Albatross
wanalb,Diomedea exulans,Wandering Albatross
resmac2,Diopsittaca nobilis,Red-shouldered Macaw
gretho1,Discosura conversii,Green Thorntail
bkbtho1,Discosura langsdorffi,Black-bellied Thorntail
coptho2,Discosura letitiae,Coppery Thorntail
ratcoq2,Discosura longicaudus,Racket-tipped Thorntail
wictho2,Discosura popelairii,Wire-crested Thorntail
codfin1,Diuca diuca,Diuca Finch
melbla1,Dives dives,Melodious Blackbird
scrbla1,Dives warczewiczi,Scrub Blackbird
boboli,Dolichonyx oryzivorus,Bobolink
chbcot1,Doliornis remseni,Chestnut-bellied Cotinga
bavcot1,Doliornis sclateri,Bay-vented Cotinga
bkcdon,Donacobius atricapilla,Black-capped Donacobius
ltrfin1,Donacospiza albifrons,Long-tailed Reed Finch
mexshe1,Doricha eliza,Mexican Sheartail
sleshe1,Doricha enicura,Slender Sheartail
blflan1,Doryfera johannae,Blue-fronted Lancebill
grflan1,Doryfera ludovicae,Green-fronted Lancebill
iiwi,Drepanis coccinea,Iiwi
blkmam,Drepanis funerea,Black Mamo
hawmam1,Drepanis pacifica,Hawaii Mamo
clfdov1,Drepanoptila holosericea,Cloven-feathered Dove
gowsun2,Drepanorhynchus reichenowi,Golden-winged Sunbird
blbsic1,Drepanornis albertisi,Black-billed Sicklebill
pabsic1,Drepanornis bruijnii,Pale-billed Sicklebill
satsun1,Dreptes thomensis,Sao Tome Sunbird
emu1,Dromaius novaehollandiae,Emu
craplo1,Dromas ardeola,Crab-Plover
pavcuc1,Dromococcyx pavoninus,Pavonine Cuckoo
phecuc1,Dromococcyx phasianellus,Pheasant Cuckoo
rwgwar2,Drymocichla incana,Red-winged Gray Warbler
papscr2,Drymodes beccarii,Papuan Scrub-Robin
sosrob1,Drymodes brunneopygia,Southern Scrub-Robin
nosrob1,Drymodes superciliaris,Northern Scrub-Robin
lotant1,Drymophila caudata,East Andean Antbird
strant2,Drymophila devillei,Striated Antbird
ferant1,Drymophila ferruginea,Ferruginous Antbird
rutant1,Drymophila genei,Rufous-tailed Antbird
samant2,Drymophila hellmayri,Santa Marta Antbird
klaant2,Drymophila klagesi,Klages's Antbird
dutant1,Drymophila malura,Dusky-tailed Antbird
ocrant1,Drymophila ochropyga,Ochre-rumped Antbird
berant1,Drymophila rubricollis,Bertoni's Antbird
scaant2,Drymophila squamata,Scaled Antbird
sthant1,Drymophila striaticeps,Streak-headed Antbird
scbwoo4,Drymornis bridgesii,Scimitar-billed Woodcreeper
grescy1,Drymotoxeres pucheranii,Greater Scythebill
reswoo1,Dryobates affinis,Red-stained Woodpecker
whhwoo,Dryobates albolarvatus,White-headed Woodpecker
ariwoo,Dryobates arizonae,Arizona Woodpecker
recwoo,Dryobates borealis,Red-cockaded Woodpecker
scbwoo3,Dryobates callonotus,Scarlet-backed Woodpecker
gocwoo2,Dryobates cassini,Golden-collared Woodpecker
crbwoo3,Dryobates cathpharius,Crimson-breasted Woodpecker
chowoo1,Dryobates chocoensis,Choco Woodpecker
yevwoo1,Dryobates dignus,Yellow-vented Woodpecker
dofwoo1,Dryobates frontalis,Dot-fronted Woodpecker
smbwoo1,Dryobates fumigatus,Smoky-brown Woodpecker
rerwoo1,Dryobates kirkii,Red-rumped Woodpecker
strwoo6,Dryobates lignarius,Striped Woodpecker
yeewoo1,Dryobates maculifrons,Yellow-eared Woodpecker
leswoo1,Dryobates minor,Lesser Spotted Woodpecker
chewoo3,Dryobates mixtus,Checkered Woodpecker
babwoo2,Dryobates nigriceps,Bar-bellied Woodpecker
nutwoo,Dryobates nuttallii,Nuttall's Woodpecker
litwoo2,Dryobates passerinus,Little Woodpecker
dowwoo,Dryobates pubescens,Downy Woodpecker
blcwoo3,Dryobates sanguineus,Blood-colored Woodpecker
labwoo,Dryobates scalaris,Ladder-backed Woodpecker
whswoo2,Dryobates spilogaster,White-spotted Woodpecker
strwoo,Dryobates stricklandi,Strickland's Woodpecker
haiwoo,Dryobates villosus,Hairy Woodpecker
andwoo1,Dryocopus hodgei,Andaman Woodpecker
whbwoo2,Dryocopus javensis,White-bellied Woodpecker
linwoo1,Dryocopus lineatus,Lineated Woodpecker
blawoo1,Dryocopus martius,Black Woodpecker
pilwoo,Dryocopus pileatus,Pileated Woodpecker
blbwoo3,Dryocopus schulzii,Black-bodied Woodpecker
reurai1,Dryolimnas augusti,Reunion Rail
whtrai1,Dryolimnas cuvieri,White-throated Rail
pifpuf1,Dryoscopus angolensis,Pink-footed Puffback
blbpuf2,Dryoscopus cubla,Black-backed Puffback
norpuf1,Dryoscopus gambensis,Northern Puffback
pripuf1,Dryoscopus pringlii,Pringle's Puffback
labpuf1,Dryoscopus sabini,Sabine's Puffback
reepuf1,Dryoscopus senegalensis,Red-eyed Puffback
coseag1,Dryotriorchis spectabilis,Congo Serpent-Eagle
cbmtan1,Dubusia castaneoventris,Chestnut-bellied Mountain Tanager
bbmtan1,Dubusia taeniata,Buff-breasted Mountain Tanager
gripig1,Ducula aenea,Green Imperial-Pigeon
poipig1,Ducula aurorae,Polynesian Imperial-Pigeon
moipig1,Ducula badia,Mountain Imperial-Pigeon
baipig1,Ducula bakeri,Baker's Imperial-Pigeon
cbipig2,Ducula basilica,Cinnamon-bellied Imperial-Pigeon
piipig1,Ducula bicolor,Pied Imperial-Pigeon
cbipig1,Ducula brenchleyi,Chestnut-bellied Imperial-Pigeon
spipig3,Ducula carola,Spotted Imperial-Pigeon
rufimp1,Ducula chalconota,Rufescent Imperial-Pigeon
tiipig1,Ducula cineracea,Timor Imperial-Pigeon
elipig1,Ducula concinna,Elegant Imperial-Pigeon
fiipig1,Ducula finschii,Finsch's Imperial-Pigeon
wbipig1,Ducula forsteni,White-bellied Imperial-Pigeon
marimp1,Ducula galeata,Marquesas Imperial-Pigeon
ncipig1,Ducula goliath,New Caledonian Imperial-Pigeon
dbipig1,Ducula lacernulata,Dark-backed Imperial-Pigeon
peipig1,Ducula latrans,Peale's Imperial-Pigeon
whiimp1,Ducula luctuosa,Silver-tipped Imperial-Pigeon
biipig1,Ducula melanochroa,Bismarck Imperial-Pigeon
miipig2,Ducula mindorensis,Mindoro Imperial-Pigeon
coipig1,Ducula mullerii,Collared Imperial-Pigeon
spipig1,Ducula myristicivora,Spice Imperial-Pigeon
wheimp1,Ducula neglecta,Seram Imperial-Pigeon
grnimp2,Ducula nicobarica,Nicobar Imperial-Pigeon
miipig1,Ducula oceanica,Micronesian Imperial-Pigeon
paipig1,Ducula pacifica,Pacific Imperial-Pigeon
wheimp2,Ducula perspicillata,Spectacled Imperial-Pigeon
gryimp1,Ducula pickeringii,Gray Imperial-Pigeon
piipig2,Ducula pinon,Pinon's Imperial-Pigeon
isipig1,Ducula pistrinaria,Island Imperial-Pigeon
pbipig1,Ducula poliocephala,Pink-bellied Imperial-Pigeon
gyhimp1,Ducula radiata,Gray-headed Imperial-Pigeon
phipig1,Ducula rosacea,Pink-headed Imperial-Pigeon
rkipig1,Ducula rubricera,Red-knobbed Imperial-Pigeon
ptipig1,Ducula rufigaster,Purple-tailed Imperial-Pigeon
torimp1,Ducula spilorrhoa,Torresian Imperial-Pigeon
torimp2,Ducula subflavescens,Yellowish Imperial-Pigeon
ciipig1,Ducula whartoni,Christmas Island Imperial-Pigeon
zoeimp1,Ducula zoeae,Zoe's Imperial-Pigeon
palmch1,Dulus dominicus,Palmchat
grycat,Dumetella carolinensis,Gray Catbird
dafbab1,Dumetia atriceps,Dark-fronted Babbler
tabbab1,Dumetia hyperythra,Tawny-bellied Babbler
whsant4,Dysithamnus leucostictus,White-streaked Antvireo
plaant1,Dysithamnus mentalis,Plain Antvireo
bicant4,Dysithamnus occidentalis,Bicolored Antvireo
pluant3,Dysithamnus plumbeus,Plumbeous Antvireo
spcant1,Dysithamnus puncticeps,Spot-crowned Antvireo
spbant5,Dysithamnus stictothorax,Spot-breasted Antvireo
stcant1,Dysithamnus striaticeps,Streak-crowned Antvireo
rubant2,Dysithamnus xanthopterus,Rufous-backed Antvireo
lanhoo,Dysmorodrepanis munroi,Lanai Hookbill
ocepar1,Eclectus infectus,Oceanic Parrot
eclpar,Eclectus roratus,Eclectus Parrot
paspig,Ectopistes migratorius,Passenger Pigeon
mancic1,Edolisoma admiralitatis,Manus Cicadabird
pagcus1,Edolisoma ceramense,Pale Cicadabird
kaicus1,Edolisoma dispar,Kai Cicadabird
sumcus1,Edolisoma dohertyi,Pale-shouldered Cicadabird
soicus1,Edolisoma holopolium,Solomons Cuckooshrike
papcus1,Edolisoma incertum,Papuan Cicadabird
negcus1,Edolisoma melas,Black Cicadabird
bkbcus1,Edolisoma mindanense,Black-bibbed Cuckooshrike
bkbcus2,Edolisoma montanum,Black-bellied Cicadabird
sulcus2,Edolisoma morio,Sulawesi Cicadabird
cicada7,Edolisoma salomonis,Makira Cicadabird
gyhcus1,Edolisoma schisticeps,Gray-headed Cicadabird
sulcus1,Edolisoma sula,Sula Cicadabird
cicada1,Edolisoma tenuirostre,Common Cicadabird
blaher1,Egretta ardesiaca,Black Heron
libher,Egretta caerulea,Little Blue Heron
chiegr,Egretta eulophotes,Chinese Egret
litegr,Egretta garzetta,Little Egret
werher,Egretta gularis,Western Reef-Heron
whfher1,Egretta novaehollandiae,White-faced Heron
pieher2,Egretta picata,Pied Heron
redegr,Egretta rufescens,Reddish Egret
pacreh1,Egretta sacra,Pacific Reef-Heron
snoegr,Egretta thula,Snowy Egret
triher,Egretta tricolor,Tricolored Heron
slaegr1,Egretta vinaceigula,Slaty Egret
spwbab1,Elachura formosa,Spotted Elachura
whcela1,Elaenia albiceps,White-crested Elaenia
cooela1,Elaenia brachyptera,Coopmans's Elaenia
lesela1,Elaenia chiriquensis,Lesser Elaenia
plcela1,Elaenia cristata,Plain-crested Elaenia
greela1,Elaenia dayi,Great Elaenia
graela1,Elaenia fallax,Greater Antillean Elaenia
yebela1,Elaenia flavogaster,Yellow-bellied Elaenia
mouela1,Elaenia frantzii,Mountain Elaenia
mobela1,Elaenia gigas,Mottle-backed Elaenia
carela1,Elaenia martinica,Caribbean Elaenia
oliela1,Elaenia mesoleuca,Olivaceous Elaenia
higela2,Elaenia obscura,Highland Elaenia
sieela2,Elaenia olivina,Tepui Elaenia
sieela3,Elaenia pallatangae,Sierran Elaenia
smbela1,Elaenia parvirostris,Small-billed Elaenia
broela1,Elaenia pelzelni,Brownish Elaenia
norela1,Elaenia ridleyana,Noronha Elaenia
rucela1,Elaenia ruficeps,Rufous-crowned Elaenia
higela3,Elaenia sordida,Small-headed Elaenia
larela1,Elaenia spectabilis,Large Elaenia
slaela1,Elaenia strepera,Slaty Elaenia
swtkit,Elanoides forficatus,Swallow-tailed Kite
auskit1,Elanus axillaris,Black-shouldered Kite
bkskit1,Elanus caeruleus,Black-winged Kite
whtkit,Elanus leucurus,White-tailed Kite
lewkit1,Elanus scriptus,Letter-winged Kite
ceybuw1,Elaphrornis palliseri,Sri Lanka Bush Warbler
kebmot1,Electron carinatum,Keel-billed Motmot
brbmot1,Electron platyrhynchum,Broad-billed Motmot
whbtap1,Eleoscytalopus indigoticus,White-breasted Tapaculo
bahtap1,Eleoscytalopus psychopompus,Bahia Tapaculo
siwnig1,Eleothreptus anomalus,Sickle-winged Nightjar
whwnig1,Eleothreptus candicans,White-winged Nightjar
whbhum1,Elliotomyia chionogaster,White-bellied Hummingbird
gawhum1,Elliotomyia viridicauda,Green-and-white Hummingbird
wtbfly1,Elminia albicauda,White-tailed Blue Flycatcher
wbcfly1,Elminia albiventris,White-bellied Crested-Flycatcher
wtcfly1,Elminia albonotata,White-tailed Crested-Flycatcher
afbfly1,Elminia longicauda,African Blue Flycatcher
ducfly1,Elminia nigromitrata,Dusky Crested-Flycatcher
blfdot1,Elseyornis melanops,Black-fronted Dotterel
karcha1,Emarginata schlegelii,Karoo Chat
siccha1,Emarginata sinuata,Sickle-winged Chat
tracha1,Emarginata tractrac,Tractrac Chat
brrbun1,Emberiza affinis,Brown-rumped Bunting
yebbun,Emberiza aureola,Yellow-breasted Bunting
rehbun1,Emberiza bruniceps,Red-headed Bunting
gyhbun1,Emberiza buchanani,Gray-necked Bunting
cabbun1,Emberiza cabanisi,Cabanis's Bunting
crebun2,Emberiza caesia,Cretzschmar's Bunting
corbun1,Emberiza calandra,Corn Bunting
capbun1,Emberiza capensis,Cape Bunting
yebbun1,Emberiza chrysophrys,Yellow-browed Bunting
rocbun1,Emberiza cia,Rock Bunting
cinbun1,Emberiza cineracea,Cinereous Bunting
meabun1,Emberiza cioides,Meadow Bunting
cirbun1,Emberiza cirlus,Cirl Bunting
yellow2,Emberiza citrinella,Yellowhammer
yetbun1,Emberiza elegans,Yellow-throated Bunting
gobbun1,Emberiza flaviventris,Golden-breasted Bunting
chebun2,Emberiza fucata,Chestnut-eared Bunting
godbun1,Emberiza godlewskii,Godlewski's Bunting
gosbun1,Emberiza goslingi,Gosling's Bunting
ortbun1,Emberiza hortulana,Ortolan Bunting
lalbun1,Emberiza impetuani,Lark-like Bunting
rubbun1,Emberiza jankowskii,Rufous-backed Bunting
tibbun1,Emberiza koslowi,Tibetan Bunting
crebun1,Emberiza lathami,Crested Bunting
pinbun,Emberiza leucocephalos,Pine Bunting
blhbun1,Emberiza melanocephala,Black-headed Bunting
palbun,Emberiza pallasi,Pallas's Bunting
sombun1,Emberiza poliopleura,Somali Bunting
litbun,Emberiza pusilla,Little Bunting
rusbun,Emberiza rustica,Rustic Bunting
chebun1,Emberiza rutila,Chestnut Bunting
houbun3,Emberiza sahari,House Bunting
reebun,Emberiza schoeniclus,Reed Bunting
slabun1,Emberiza siemsseni,Slaty Bunting
socbun1,Emberiza socotrana,Socotra Bunting
blfbun1,Emberiza spodocephala,Black-faced Bunting
chbbun1,Emberiza stewarti,White-capped Bunting
houbun2,Emberiza striolata,Striolated Bunting
yelbun1,Emberiza sulphurata,Yellow Bunting
cibbun1,Emberiza tahapisi,Cinnamon-breasted Bunting
tribun1,Emberiza tristrami,Tristram's Bunting
grybun,Emberiza variabilis,Gray Bunting
vinbun1,Emberiza vincenti,Vincent's Bunting
ocrbun1,Emberiza yessoensis,Ochre-rumped Bunting
dugfin1,Emberizoides duidae,Duida Grass-Finch
wtgfin1,Emberizoides herbicola,Wedge-tailed Grass-Finch
lesgrf1,Emberizoides ypiranganus,Lesser Grass-Finch
ptpfin1,Embernagra longicauda,Pale-throated Pampa-Finch
grpfin1,Embernagra platensis,Great Pampa-Finch
paifir1,Emblema pictum,Painted Firetail
gycwar3,Eminia lepida,Gray-capped Warbler
pinfly1,Empidonax affinis,Pine Flycatcher
whtfly1,Empidonax albigularis,White-throated Flycatcher
aldfly,Empidonax alnorum,Alder Flycatcher
blcfly1,Empidonax atriceps,Black-capped Flycatcher
pasfly,Empidonax difficilis,Pacific-slope Flycatcher
yelfly1,Empidonax flavescens,Yellowish Flycatcher
yebfly,Empidonax flaviventris,Yellow-bellied Flycatcher
bubfly,Empidonax fulvifrons,Buff-breasted Flycatcher
hamfly,Empidonax hammondii,Hammond's Flycatcher
leafly,Empidonax minimus,Least Flycatcher
dusfly,Empidonax oberholseri,Dusky Flycatcher
corfly,Empidonax occidentalis,Cordilleran Flycatcher
wilfly,Empidonax traillii,Willow Flycatcher
acafly,Empidonax virescens,Acadian Flycatcher
gryfly,Empidonax wrightii,Gray Flycatcher
croslf1,Empidonomus aurantioatrocristatus,Crowned Slaty Flycatcher
varfly,Empidonomus varius,Variegated Flycatcher
auspar1,Enicognathus ferrugineus,Austral Parakeet
slbpar1,Enicognathus leptorhynchus,Slender-billed Parakeet
blbfor1,Enicurus immaculatus,Black-backed Forktail
whcfor1,Enicurus leschenaulti,White-crowned Forktail
spofor1,Enicurus maculatus,Spotted Forktail
chnfor1,Enicurus ruficapillus,Chestnut-naped Forktail
slbfor1,Enicurus schistaceus,Slaty-backed Forktail
litfor1,Enicurus scouleri,Little Forktail
sunfor1,Enicurus velatus,Sunda Forktail
fibmyn1,Enodes erythrophris,Fiery-browed Myna
swbhum1,Ensifera ensifera,Sword-billed Hummingbird
blasol1,Entomodestes coracinus,Black Solitaire
whesol1,Entomodestes leucotis,White-eared Solitaire
blfhon1,Entomyzon cyanotis,Blue-faced Honeyeater
galah,Eolophus roseicapilla,Galah
yebgro1,Eophona migratoria,Yellow-billed Grosbeak
japgro1,Eophona personata,Japanese Grosbeak
yelrob1,Eopsaltria australis,Eastern Yellow Robin
yebrob1,Eopsaltria flaviventris,Yellow-bellied Robin
whbrob1,Eopsaltria georgiana,White-breasted Robin
gybrob1,Eopsaltria griseogularis,Western Yellow Robin
manrob1,Eopsaltria pulverulenta,Mangrove Robin
redlor1,Eos bornea,Red Lory
blwlor1,Eos cyanogenia,Black-winged Lory
rablor1,Eos histrio,Red-and-blue Lory
blslor1,Eos reticulata,Blue-streaked Lory
blelor1,Eos semilarvata,Blue-eared Lory
vinlor1,Eos squamata,Violet-necked Lory
blnsto1,Ephippiorhynchus asiaticus,Black-necked Stork
sabsto1,Ephippiorhynchus senegalensis,Saddle-billed Stork
blasic1,Epimachus fastosus,Black Sicklebill
brosic1,Epimachus meyeri,Brown Sicklebill
madant1,Epinecrophylla amazonica,Rio Madeira Stipplethroat
rutant3,Epinecrophylla erythrura,Rufous-tailed Stipplethroat
chtant1,Epinecrophylla fulviventris,Checker-throated Stipplethroat
brbant2,Epinecrophylla gutturalis,Brown-bellied Stipplethroat
rubsti1,Epinecrophylla haematonota,Rufous-backed Stipplethroat
wheant1,Epinecrophylla leucophthalma,White-eyed Stipplethroat
ornant1,Epinecrophylla ornata,Ornate Stipplethroat
fooant1,Epinecrophylla spodionota,Foothill Stipplethroat
whfcha1,Epthianura albifrons,White-fronted Chat
oracha1,Epthianura aurifrons,Orange Chat
yelcha1,Epthianura crocea,Yellow Chat
cricha1,Epthianura tricolor,Crimson Chat
dunlar1,Eremalauda dunni,Dunn's Lark
dunlar4,Eremalauda eremodites,Arabian Lark
blnere1,Eremomela atricollis,Black-necked Eremomela
rucere1,Eremomela badiceps,Rufous-crowned Eremomela
grbere1,Eremomela canescens,Green-backed Eremomela
yevere1,Eremomela flavicrissalis,Yellow-vented Eremomela
yerere1,Eremomela gregalis,Yellow-rumped Eremomela
yebere1,Eremomela icteropygialis,Yellow-bellied Eremomela
senere1,Eremomela pusilla,Senegal Eremomela
salere1,Eremomela salvadorii,Salvadori's Eremomela
greere1,Eremomela scotops,Greencap Eremomela
turere1,Eremomela turneri,Turner's Eremomela
bunere1,Eremomela usticollis,Burnt-neck Eremomela
horlar,Eremophila alpestris,Horned Lark
temlar1,Eremophila bilopha,Temminck's Lark
beslar1,Eremopterix australis,Black-eared Sparrow-Lark
ascspl1,Eremopterix griseus,Ashy-crowned Sparrow-Lark
madlar1,Eremopterix hova,Madagascar Lark
fislar1,Eremopterix leucopareia,Fischer's Sparrow-Lark
cbslar1,Eremopterix leucotis,Chestnut-backed Sparrow-Lark
bcslar1,Eremopterix nigriceps,Black-crowned Sparrow-Lark
chhspl1,Eremopterix signatus,Chestnut-headed Sparrow-Lark
gybspl1,Eremopterix verticalis,Gray-backed Sparrow-Lark
embpuf1,Eriocnemis aline,Emerald-bellied Puffleg
cobpuf1,Eriocnemis cupreoventris,Coppery-bellied Puffleg
bltpuf1,Eriocnemis derbyi,Black-thighed Puffleg
blcpuf1,Eriocnemis glaucopoides,Blue-capped Puffleg
tutpuf1,Eriocnemis godini,Turquoise-throated Puffleg
gorpuf1,Eriocnemis isabellae,Gorgeted Puffleg
savpuf1,Eriocnemis luciani,Sapphire-vented Puffleg
colpuf2,Eriocnemis mirabilis,Colorful Puffleg
