scientificName,eBird_Species_Code,eBird_common_name
Uroglaux dimorpha,paphao1,Papuan Owl
Colius striatus,spemou2,Speckled Mousebird
Colius leucocephalus,whhmou1,White-headed Mousebird
Colius castanotus,rebmou1,Red-backed Mousebird
Colius colius,whbmou1,White-backed Mousebird
Urocolius macrourus,blnmou1,Blue-naped Mousebird
Urocolius indicus,refmou1,Red-faced Mousebird
Leptosomus discolor,cuckoo1,Cuckoo-roller
Euptilotis neoxenus,earque,Eared Quetzal
Pharomachrus pavoninus,pavque1,Pavonine Quetzal
Pharomachrus auriceps,gohque1,Golden-headed Quetzal
Pharomachrus mocinno,resque1,Resplendent Quetzal
Pharomachrus fulgidus,whtque1,White-tipped Quetzal
Pharomachrus antisianus,creque1,Crested Quetzal
Priotelus temnurus,cubtro1,Cuban Trogon
Priotelus roseigaster,histro1,Hispaniolan Trogon
Trogon clathratus,lattro1,Lattice-tailed Trogon
Trogon massena,slttro1,Slaty-tailed Trogon
Trogon comptus,buttro1,Blue-tailed Trogon
Trogon mesurus,bkttro2,Ecuadorian Trogon
Trogon melanurus,blttro1,Black-tailed Trogon
Trogon melanocephalus,blhtro1,Black-headed Trogon
Trogon citreolus,cittro1,Citreoline Trogon
Trogon chionurus,whttro1,White-tailed Trogon
Trogon viridis,gnbtro1,Green-backed Trogon
Trogon bairdii,baitro1,Baird's Trogon
Trogon caligatus,gartro1,Gartered Trogon
Trogon violaceus,viotro2,Guianan Trogon
Trogon ramonianus,viotro3,Amazonian Trogon
Trogon curucui,blctro1,Blue-crowned Trogon
Trogon surrucura,surtro1,Surucua Trogon
Trogon rufus,blttro2,Black-throated Trogon
Trogon elegans,eletro,Elegant Trogon
Trogon mexicanus,moutro1,Mountain Trogon
Trogon collaris,coltro1,Collared Trogon
Trogon personatus,mastro1,Masked Trogon
Apaloderma narina,nartro1,Narina Trogon
Apaloderma aequatoriale,bactro1,Bare-cheeked Trogon
Apaloderma vittatum,battro1,Bar-tailed Trogon
Harpactes reinwardtii,javtro1,Javan Trogon
Harpactes mackloti,sumtro1,Sumatran Trogon
Harpactes fasciatus,maltro1,Malabar Trogon
Harpactes kasumba,rentro1,Red-naped Trogon
Harpactes diardii,diatro1,Diard's Trogon
Harpactes ardens,phitro1,Philippine Trogon
Harpactes whiteheadi,whitro1,Whitehead's Trogon
Harpactes orrhophaeus,cirtro1,Cinnamon-rumped Trogon
Harpactes duvaucelii,scrtro1,Scarlet-rumped Trogon
Harpactes erythrocephalus,rehtro1,Red-headed Trogon
Harpactes oreskios,orbtro2,Orange-breasted Trogon
Harpactes wardi,wartro1,Ward's Trogon
Upupa epops,hoopoe,Eurasian Hoopoe
Upupa marginata,madhoo1,Madagascar Hoopoe
Upupa antaios,sthhoo1,St. Helena Hoopoe
Phoeniculus purpureus,grewoo2,Green Woodhoopoe
Phoeniculus damarensis,viowoo1,Violet Woodhoopoe
Phoeniculus somaliensis,blbwoo2,Black-billed Woodhoopoe
Phoeniculus bollei,whhwoo1,White-headed Woodhoopoe
Rhinopomastus castaneiceps,forwoo1,Forest Scimitarbill
Rhinopomastus aterrimus,blsbil1,Black Scimitarbill
Rhinopomastus cyanomelas,cosbil1,Common Scimitarbill
Rhinopomastus minor,absbil1,Abyssinian Scimitarbill
Bucorvus abyssinicus,noghor1,Abyssinian Ground-Hornbill
Bucorvus leadbeateri,soghor1,Southern Ground-Hornbill
Lophoceros camurus,rbdhor1,Red-billed Dwarf Hornbill
Lophoceros alboterminatus,crohor1,Crowned Hornbill
Lophoceros bradfieldi,brahor1,Bradfield's Hornbill
Lophoceros fasciatus,afphor1,African Pied Hornbill
Lophoceros hemprichii,hemhor1,Hemprich's Hornbill
Lophoceros nasutus,afghor1,African Gray Hornbill
Lophoceros pallidirostris,pabhor1,Pale-billed Hornbill
Tockus flavirostris,eybhor1,Eastern Yellow-billed Hornbill
Tockus leucomelas,sybhor1,Southern Yellow-billed Hornbill
Tockus jacksoni,jachor1,Jackson's Hornbill
Tockus deckeni,vddhor1,Von der Decken's Hornbill
Tockus monteiri,monhor1,Monteiro's Hornbill
Tockus rufirostris,srbhor1,Southern Red-billed Hornbill
Tockus damarensis,drbhor1,Damara Red-billed Hornbill
Tockus ruahae,trbhor1,Tanzanian Red-billed Hornbill
Tockus kempi,wrbhor2,Western Red-billed Hornbill
Tockus erythrorhynchus,rebhor1,Northern Red-billed Hornbill
Berenicornis comatus,whchor2,White-crowned Hornbill
Horizocerus albocristatus,whchor3,White-crested Hornbill
Horizocerus hartlaubi,bldhor1,Black Dwarf Hornbill
Ceratogymna atrata,blchor1,Black-casqued Hornbill
Ceratogymna elata,yechor1,Yellow-casqued Hornbill
Bycanistes brevis,sichor1,Silvery-cheeked Hornbill
Bycanistes subcylindricus,bawhor2,Black-and-white-casqued Hornbill
Bycanistes cylindricus,bnchor1,Brown-cheeked Hornbill
Bycanistes albotibialis,whthor1,White-thighed Hornbill
Bycanistes bucinator,truhor1,Trumpeter Hornbill
Bycanistes fistulator,piphor1,Piping Hornbill
Buceros vigil,helhor1,Helmeted Hornbill
Buceros hydrocorax,rufhor1,Rufous Hornbill
Buceros rhinoceros,rhihor1,Rhinoceros Hornbill
Buceros bicornis,grehor1,Great Hornbill
Anorrhinus galeritus,buchor1,Bushy-crested Hornbill
Anorrhinus austeni,brnhor1,Brown Hornbill
Anorrhinus tickelli,ruchor1,Rusty-cheeked Hornbill
Ocyceros birostris,inghor2,Indian Gray Hornbill
Ocyceros griseus,maghor2,Malabar Gray Hornbill
Ocyceros gingalensis,ceghor1,Sri Lanka Gray Hornbill
Anthracoceros malayanus,blahor1,Black Hornbill
Anthracoceros montani,sulhor2,Sulu Hornbill
Anthracoceros coronatus,maphor1,Malabar Pied-Hornbill
Anthracoceros albirostris,orphor1,Oriental Pied-Hornbill
Anthracoceros marchei,palhor1,Palawan Hornbill
Aceros nipalensis,runhor1,Rufous-necked Hornbill
Rhyticeros cassidix,knohor1,Knobbed Hornbill
Rhyticeros everetti,sumhor1,Sumba Hornbill
Rhyticeros undulatus,wrehor1,Wreathed Hornbill
Rhyticeros subruficollis,plphor1,Plain-pouched Hornbill
Rhyticeros narcondami,narhor1,Narcondam Hornbill
Rhyticeros plicatus,blyhor1,Blyth's Hornbill
Rhabdotorrhinus exarhatus,sulhor1,Sulawesi Hornbill
Rhabdotorrhinus corrugatus,wrihor1,Wrinkled Hornbill
Rhabdotorrhinus waldeni,wrbhor1,Writhe-billed Hornbill
Rhabdotorrhinus leucocephalus,wrihor2,Writhed Hornbill
Penelopides panini,tarhor1,Visayan Hornbill
Penelopides manillae,luzhor1,Luzon Hornbill
Penelopides mindorensis,minhor2,Mindoro Hornbill
Penelopides samarensis,samhor1,Samar Hornbill
Penelopides affinis,minhor1,Mindanao Hornbill
Todus multicolor,cubtod1,Cuban Tody
Todus subulatus,brbtod1,Broad-billed Tody
Todus angustirostris,nabtod1,Narrow-billed Tody
Todus todus,jamtod1,Jamaican Tody
Todus mexicanus,purtod1,Puerto Rican Tody
Hylomanes momotula,todmot1,Tody Motmot
Aspatha gularis,bltmot1,Blue-throated Motmot
Momotus mexicanus,rucmot1,Russet-crowned Motmot
Momotus coeruliceps,bucmot1,Blue-capped Motmot
Momotus lessonii,bucmot2,Lesson's Motmot
Momotus subrufescens,bucmot3,Whooping Motmot
Momotus bahamensis,trimot1,Trinidad Motmot
Momotus momota,bucmot4,Amazonian Motmot
Momotus aequatorialis,higmot1,Andean Motmot
Baryphthengus martii,rufmot1,Rufous Motmot
Baryphthengus ruficapillus,rucmot2,Rufous-capped Motmot
Electron carinatum,kebmot1,Keel-billed Motmot
Electron platyrhynchum,brbmot1,Broad-billed Motmot
Eumomota superciliosa,tubmot1,Turquoise-browed Motmot
Alcedo hercules,blykin1,Blyth's Kingfisher
Alcedo atthis,comkin1,Common Kingfisher
Alcedo semitorquata,hackin1,Half-collared Kingfisher
Alcedo quadribrachys,shbkin1,Shining-blue Kingfisher
Alcedo meninting,blekin1,Blue-eared Kingfisher
Alcedo peninsulae,bubkin1,Malaysian Blue-banded Kingfisher
Alcedo euryzona,bubkin2,Javan Blue-banded Kingfisher
Alcedo coerulescens,smbkin1,Small Blue Kingfisher
Ceyx azureus,azukin1,Azure Kingfisher
Ceyx websteri,biskin1,Bismarck Kingfisher
Ceyx cyanopectus,inbkin2,Indigo-banded Kingfisher
Ceyx flumenicola,norsik1,Northern Silvery-Kingfisher
Ceyx argentatus,silkin1,Southern Silvery-Kingfisher
Ceyx pusillus,litkin1,Little Kingfisher
Ceyx erithaca,bkbkin1,Black-backed Dwarf-Kingfisher
Ceyx rufidorsa,rubkin1,Rufous-backed Dwarf-Kingfisher
Ceyx melanurus,phikin1,Philippine Dwarf-Kingfisher
Ceyx sangirensis,suldwk1,Sangihe Dwarf-Kingfisher
Ceyx fallax,sulkin1,Sulawesi Dwarf-Kingfisher
Ceyx margarethae,vardwk1,Dimorphic Dwarf-Kingfisher
Ceyx wallacii,vardwk2,Sula Dwarf-Kingfisher
Ceyx lepidus,varkin1,Moluccan Dwarf-Kingfisher
Ceyx cajeli,vardwk5,Buru Dwarf-Kingfisher
Ceyx solitarius,vardwk6,Papuan Dwarf-Kingfisher
Ceyx dispar,vardwk7,Manus Dwarf-Kingfisher
Ceyx mulcatus,vardwk8,New Ireland Dwarf-Kingfisher
Ceyx sacerdotis,vardwk9,New Britain Dwarf-Kingfisher
Ceyx collectoris,vardwk11,New Georgia Dwarf-Kingfisher
Ceyx meeki,nosdwk1,North Solomons Dwarf-Kingfisher
Ceyx nigromaxilla,guadwk1,Guadalcanal Dwarf-Kingfisher
Ceyx gentianus,vardwk15,Makira Dwarf-Kingfisher
Corythornis cristatus,malkin1,Malachite Kingfisher
Corythornis vintsioides,malkin2,Malagasy Kingfisher
Corythornis leucogaster,whbkin1,White-bellied Kingfisher
Corythornis madagascariensis,mapkin1,Madagascar Pygmy Kingfisher
Ispidina picta,afpkin1,African Pygmy Kingfisher
Ispidina lecontei,dwakin1,African Dwarf Kingfisher
Lacedo pulchella,bankin1,Banded Kingfisher
Dacelo novaeguineae,laukoo1,Laughing Kookaburra
Dacelo leachii,blwkoo1,Blue-winged Kookaburra
Dacelo tyro,spakoo1,Spangled Kookaburra
Dacelo gaudichaud,rubkoo1,Rufous-bellied Kookaburra
Dacelo rex,shbkoo1,Shovel-billed Kookaburra
Cittura sanghirensis,lickin1,Sangihe Lilac Kingfisher
Cittura cyanotis,lickin2,Sulawesi Lilac Kingfisher
Pelargopsis amauroptera,bnwkin1,Brown-winged Kingfisher
Pelargopsis capensis,stbkin1,Stork-billed Kingfisher
Pelargopsis melanorhyncha,blbkin1,Great-billed Kingfisher
Halcyon coromanda,rudkin1,Ruddy Kingfisher
Halcyon badia,chbkin2,Chocolate-backed Kingfisher
Halcyon smyrnensis,whtkin2,White-throated Kingfisher
Halcyon gularis,bnbkin1,Brown-breasted Kingfisher
Halcyon leucocephala,gyhkin1,Gray-headed Kingfisher
Halcyon pileata,blckin1,Black-capped Kingfisher
Halcyon cyanoventris,javkin1,Javan Kingfisher
Halcyon senegalensis,wookin1,Woodland Kingfisher
Halcyon senegaloides,mankin2,Mangrove Kingfisher
Halcyon malimbica,blbkin4,Blue-breasted Kingfisher
Halcyon albiventris,brhkin1,Brown-hooded Kingfisher
Halcyon chelicuti,strkin1,Striped Kingfisher
Todiramphus nigrocyaneus,blbkin3,Blue-black Kingfisher
Todiramphus winchelli,rulkin1,Rufous-lored Kingfisher
Todiramphus diops,bawkin1,Blue-and-white Kingfisher
Todiramphus lazuli,lazkin1,Lazuli Kingfisher
Todiramphus pyrrhopygius,rebkin2,Red-backed Kingfisher
Todiramphus macleayii,forkin1,Forest Kingfisher
Todiramphus albonotatus,nebkin1,New Britain Kingfisher
Todiramphus leucopygius,ultkin1,Ultramarine Kingfisher
Todiramphus farquhari,chbkin1,Vanuatu Kingfisher
Todiramphus godeffroyi,markin2,Marquesas Kingfisher
Todiramphus ruficollaris,mankin1,Mewing Kingfisher
Todiramphus veneratus,tahkin1,Society Kingfisher
Todiramphus gambieri,tuakin2,Tuamotu Kingfisher
Todiramphus tutus,chakin2,Chattering Kingfisher
Todiramphus sacer,packin1,Pacific Kingfisher
Todiramphus pelewensis,mickin4,Palau Kingfisher
Todiramphus cinnamominus,mickin1,Guam Kingfisher
Todiramphus reichenbachii,mickin5,Pohnpei Kingfisher
Todiramphus recurvirostris,flbkin1,Flat-billed Kingfisher
Todiramphus colonus,colkin17,Colonist Kingfisher
Todiramphus sordidus,colkin9,Torresian Kingfisher
Todiramphus sanctus,sackin1,Sacred Kingfisher
Todiramphus chloris,colkin1,Collared Kingfisher
Todiramphus saurophagus,beakin2,Beach Kingfisher
Todiramphus albicilla,colkin2,Mariana Kingfisher
Todiramphus tristrami,melkin1,Melanesian Kingfisher
Todiramphus funebris,somkin1,Sombre Kingfisher
Todiramphus enigma,talkin1,Talaud Kingfisher
Todiramphus australasia,cibkin1,Cinnamon-banded Kingfisher
Caridonax fulgidus,whrkin1,White-rumped Kingfisher
Melidora macrorrhina,hobkin1,Hook-billed Kingfisher
Actenoides bougainvillei,moukin2,Moustached Kingfisher
Actenoides concretus,ruckin1,Rufous-collared Kingfisher
Actenoides lindsayi,spokin1,Spotted Kingfisher
Actenoides hombroni,blckin2,Blue-capped Kingfisher
Actenoides monachus,grbkin1,Green-backed Kingfisher
Actenoides princeps,scakin1,Scaly-breasted Kingfisher
Syma torotoro,yebkin1,Yellow-billed Kingfisher
Syma megarhyncha,moukin1,Mountain Kingfisher
Tanysiptera hydrocharis,lipkin1,Little Paradise-Kingfisher
Tanysiptera galatea,copkin1,Common Paradise-Kingfisher
Tanysiptera ellioti,kopkin1,Kofiau Paradise-Kingfisher
Tanysiptera riedelii,bipkin1,Biak Paradise-Kingfisher
Tanysiptera carolinae,nupkin1,Numfor Paradise-Kingfisher
Tanysiptera nympha,rbpkin1,Red-breasted Paradise-Kingfisher
Tanysiptera danae,bhpkin1,Brown-headed Paradise-Kingfisher
Tanysiptera sylvia,bubpak1,Buff-breasted Paradise-Kingfisher
Tanysiptera nigriceps,bubpak2,Black-capped Paradise-Kingfisher
Megaceryle maxima,giakin3,Giant Kingfisher
Megaceryle lugubris,crekin1,Crested Kingfisher
Megaceryle torquata,rinkin1,Ringed Kingfisher
Megaceryle alcyon,belkin1,Belted Kingfisher
Ceryle rudis,piekin1,Pied Kingfisher
Chloroceryle amazona,amakin1,Amazon Kingfisher
Chloroceryle aenea,ampkin1,American Pygmy Kingfisher
Chloroceryle americana,grnkin,Green Kingfisher
Chloroceryle inda,garkin1,Green-and-rufous Kingfisher
Nyctyornis amictus,rbbeat1,Red-bearded Bee-eater
Nyctyornis athertoni,bbbeat1,Blue-bearded Bee-eater
Meropogon forsteni,pbbeat1,Purple-bearded Bee-eater
Merops gularis,blbeat1,Black Bee-eater
Merops mentalis,bumbee1,Blue-moustached Bee-eater
Merops muelleri,bhbeat2,Blue-headed Bee-eater
Merops bulocki,rtbeat1,Red-throated Bee-eater
Merops bullockoides,wfbeat1,White-fronted Bee-eater
Merops pusillus,libeat1,Little Bee-eater
Merops variegatus,bbbeat2,Blue-breasted Bee-eater
Merops lafresnayii,bubbee2,Ethiopian Bee-eater
Merops oreobates,ccbeat1,Cinnamon-chested Bee-eater
Merops hirundineus,stbeat1,Swallow-tailed Bee-eater
Merops breweri,bhbeat1,Black-headed Bee-eater
Merops revoilii,sobeat1,Somali Bee-eater
Merops albicollis,wtbeat1,White-throated Bee-eater
Merops viridissimus,grnbee1,African Green Bee-eater
Merops cyanophrys,grnbee2,Arabian Green Bee-eater
Merops orientalis,grnbee3,Asian Green Bee-eater
Merops boehmi,bobeat1,Böhm's Bee-eater
Merops viridis,btbeat2,Blue-throated Bee-eater
Merops americanus,rucbee1,Rufous-crowned Bee-eater
Merops persicus,bcbeat1,Blue-cheeked Bee-eater
Merops superciliosus,mabeat1,Madagascar Bee-eater
Merops philippinus,btbeat1,Blue-tailed Bee-eater
Merops ornatus,rabeat1,Rainbow Bee-eater
Merops apiaster,eubeat1,European Bee-eater
Merops leschenaulti,chbeat1,Chestnut-headed Bee-eater
Merops malimbicus,robeat1,Rosy Bee-eater
Merops nubicus,ncbeat1,Northern Carmine Bee-eater
Merops nubicoides,scbeat1,Southern Carmine Bee-eater
Coracias garrulus,eurrol1,European Roller
Coracias abyssinicus,abyrol2,Abyssinian Roller
Coracias caudatus,librol2,Lilac-breasted Roller
Coracias spatulatus,ratrol2,Racket-tailed Roller
Coracias naevius,rucrol2,Rufous-crowned Roller
Coracias benghalensis,indrol2,Indian Roller
Coracias affinis,indrol3,Indochinese Roller
Coracias temminckii,puwrol1,Purple-winged Roller
Coracias cyanogaster,blbrol1,Blue-bellied Roller
Eurystomus glaucurus,brbrol1,Broad-billed Roller
Eurystomus gularis,bltrol1,Blue-throated Roller
Eurystomus orientalis,dollar1,Dollarbird
Eurystomus azureus,purrol1,Azure Roller
Geobiastes squamiger,scagrr1,Scaly Ground-Roller
Brachypteracias leptosomus,slgrol1,Short-legged Ground-Roller
Uratelornis chimaera,ltgrol1,Long-tailed Ground-Roller
Atelornis pittoides,plgrol1,Pitta-like Ground-Roller
Atelornis crossleyi,rhgrol1,Rufous-headed Ground-Roller
Notharchus hyperrhynchus,whnpuf2,White-necked Puffbird
Notharchus macrorhynchos,guipuf1,Guianan Puffbird
Notharchus swainsoni,bubpuf1,Buff-bellied Puffbird
Notharchus pectoralis,blbpuf1,Black-breasted Puffbird
Notharchus ordii,brbpuf1,Brown-banded Puffbird
Notharchus tectus,piepuf1,Pied Puffbird
Bucco macrodactylus,chcpuf1,Chestnut-capped Puffbird
Bucco tamatia,spopuf1,Spotted Puffbird
Bucco noanamae,socpuf1,Sooty-capped Puffbird
Bucco capensis,colpuf1,Collared Puffbird
Nystalus radiatus,barpuf1,Barred Puffbird
Nystalus obamai,wespuf1,Western Striolated-Puffbird
Nystalus striolatus,strpuf1,Eastern Striolated-Puffbird
Nystalus chacuru,whepuf1,White-eared Puffbird
Nystalus maculatus,spbpuf1,Spot-backed Puffbird
Hypnelus ruficollis,rutpuf1,Russet-throated Puffbird
Hypnelus bicinctus,rutpuf3,Two-banded Puffbird
Malacoptila fusca,whcpuf1,White-chested Puffbird
Malacoptila semicincta,sempuf1,Semicollared Puffbird
Malacoptila striata,crcpuf1,Crescent-chested Puffbird
Malacoptila rufa,runpuf1,Rufous-necked Puffbird
Malacoptila panamensis,whwpuf1,White-whiskered Puffbird
Malacoptila fulvogularis,blspuf1,Black-streaked Puffbird
Malacoptila mystacalis,moupuf1,Moustached Puffbird
Micromonacha lanceolata,lanmon1,Lanceolated Monklet
Nonnula rubecula,rubnun1,Rusty-breasted Nunlet
Nonnula sclateri,fucnun1,Fulvous-chinned Nunlet
Nonnula brunnea,bronun1,Brown Nunlet
Nonnula frontalis,gycnun1,Gray-cheeked Nunlet
Nonnula ruficapilla,rucnun1,Rufous-capped Nunlet
Nonnula amaurocephala,chhnun1,Chestnut-headed Nunlet
Hapaloptila castanea,whfnun2,White-faced Nunbird
Monasa atra,blanun1,Black Nunbird
Monasa nigrifrons,blfnun1,Black-fronted Nunbird
Monasa morphoeus,whfnun1,White-fronted Nunbird
Monasa flavirostris,yebnun1,Yellow-billed Nunbird
Chelidoptera tenebrosa,swwpuf1,Swallow-winged Puffbird
Galbalcyrhynchus leucotis,whejac1,White-eared Jacamar
Galbalcyrhynchus purusianus,purjac2,Purus Jacamar
Brachygalba albogularis,whtjac1,White-throated Jacamar
Brachygalba lugubris,brojac2,Brown Jacamar
Brachygalba goeringi,pahjac1,Pale-headed Jacamar
Brachygalba salmoni,dubjac1,Dusky-backed Jacamar
Jacamaralcyon tridactyla,thtjac1,Three-toed Jacamar
Galbula albirostris,yebjac1,Yellow-billed Jacamar
Galbula cyanicollis,bucjac1,Blue-cheeked Jacamar
Galbula ruficauda,rutjac1,Rufous-tailed Jacamar
Galbula galbula,grtjac1,Green-tailed Jacamar
Galbula tombacea,whcjac1,White-chinned Jacamar
Galbula cyanescens,blfjac1,Bluish-fronted Jacamar
Galbula pastazae,cocjac2,Coppery-chested Jacamar
Galbula chalcothorax,purjac1,Purplish Jacamar
Galbula leucogastra,brojac1,Bronzy Jacamar
Galbula dea,parjac1,Paradise Jacamar
Jacamerops aureus,grejac2,Great Jacamar
Trachyphonus purpuratus,yebbar1,Yellow-billed Barbet
Trachyphonus vaillantii,crebar1,Crested Barbet
Trachyphonus erythrocephalus,raybar1,Red-and-yellow Barbet
Trachyphonus margaritatus,yebbar2,Yellow-breasted Barbet
Trachyphonus darnaudii,darbar1,D'Arnaud's Barbet
Gymnobucco bonapartei,gytbar1,Gray-throated Barbet
Gymnobucco sladeni,slabar1,Sladen's Barbet
Gymnobucco peli,brnbar1,Bristle-nosed Barbet
Gymnobucco calvus,nafbar1,Naked-faced Barbet
Stactolaema leucotis,whebar1,White-eared Barbet
Stactolaema whytii,whybar1,Whyte's Barbet
Stactolaema anchietae,ancbar1,Anchieta's Barbet
Stactolaema olivacea,grebar2,Green Barbet
Pogoniulus scolopaceus,spetin1,Speckled Tinkerbird
Pogoniulus simplex,gretin2,Green Tinkerbird
Pogoniulus leucomystax,moutin1,Moustached Tinkerbird
Pogoniulus coryphaea,westin1,Western Tinkerbird
Pogoniulus atroflavus,rertin1,Red-rumped Tinkerbird
Pogoniulus subsulphureus,yettin1,Yellow-throated Tinkerbird
Pogoniulus bilineatus,yertin1,Yellow-rumped Tinkerbird
Pogoniulus pusillus,reftin1,Red-fronted Tinkerbird
Pogoniulus chrysoconus,yeftin1,Yellow-fronted Tinkerbird
Buccanodon duchaillui,yesbar1,Yellow-spotted Barbet
Tricholaema hirsuta,habbar1,Hairy-breasted Barbet
Tricholaema diademata,refbar2,Red-fronted Barbet
Tricholaema frontata,miobar1,Miombo Barbet
Tricholaema leucomelas,piebar1,Pied Barbet
Tricholaema lacrymosa,spfbar1,Spot-flanked Barbet
Tricholaema melanocephala,bltbar1,Black-throated Barbet
Lybius undatus,banbar1,Banded Barbet
Lybius vieilloti,viebar1,Vieillot's Barbet
Lybius leucocephalus,whhbar1,White-headed Barbet
Lybius chaplini,chabar1,Chaplin's Barbet
Lybius rubrifacies,refbar1,Red-faced Barbet
Lybius guifsobalito,blbbar3,Black-billed Barbet
Lybius torquatus,blcbar1,Black-collared Barbet
Lybius melanopterus,brbbar1,Brown-breasted Barbet
Lybius minor,blbbar1,Black-backed Barbet
Lybius bidentatus,dotbar1,Double-toothed Barbet
Lybius dubius,beabar1,Bearded Barbet
Lybius rolleti,blbbar4,Black-breasted Barbet
Caloramphus hayii,soobar2,Sooty Barbet
Caloramphus fuliginosus,brnbar2,Brown Barbet
Psilopogon malabaricus,crfbar1,Malabar Barbet
Psilopogon rubricapillus,crfbar3,Crimson-fronted Barbet
Psilopogon haemacephalus,copbar1,Coppersmith Barbet
Psilopogon duvaucelii,blebar1,Blue-eared Barbet
Psilopogon australis,litbar1,Little Barbet
Psilopogon eximius,borbar1,Bornean Barbet
Psilopogon pyrolophus,fitbar1,Fire-tufted Barbet
Psilopogon virens,grebar1,Great Barbet
Psilopogon lagrandieri,revbar1,Red-vented Barbet
Psilopogon rafflesii,recbar1,Red-crowned Barbet
Psilopogon mystacophanos,retbar1,Red-throated Barbet
Psilopogon javensis,blbbar2,Black-banded Barbet
Psilopogon pulcherrimus,gonbar1,Golden-naped Barbet
Psilopogon henricii,yecbar1,Yellow-crowned Barbet
Psilopogon armillaris,flfbar1,Flame-fronted Barbet
Psilopogon faiostrictus,grebar3,Green-eared Barbet
Psilopogon lineatus,linbar1,Lineated Barbet
Psilopogon zeylanicus,brhbar1,Brown-headed Barbet
Psilopogon viridis,whcbar1,White-cheeked Barbet
Psilopogon flavifrons,yefbar1,Yellow-fronted Barbet
Psilopogon franklinii,gotbar2,Golden-throated Barbet
Psilopogon auricularis,gotbar3,Necklaced Barbet
Psilopogon monticola,moubar1,Mountain Barbet
Psilopogon corvinus,brtbar1,Brown-throated Barbet
Psilopogon chrysopogon,gowbar2,Gold-whiskered Barbet
Psilopogon incognitus,moubar2,Moustached Barbet
Psilopogon nuchalis,taibar2,Taiwan Barbet
Psilopogon faber,chibar1,Chinese Barbet
Psilopogon asiaticus,bltbar2,Blue-throated Barbet
Psilopogon annamensis,indbar1,Indochinese Barbet
Psilopogon oorti,blbbar5,Black-browed Barbet
Psilopogon chersonesus,tutbar1,Turquoise-throated Barbet
Capito aurovirens,sccbar1,Scarlet-crowned Barbet
Capito dayi,blgbar1,Black-girdled Barbet
Capito maculicoronatus,spcbar1,Spot-crowned Barbet
Capito squamatus,orfbar1,Orange-fronted Barbet
Capito hypoleucus,whmbar1,White-mantled Barbet
Capito wallacei,scbbar2,Scarlet-banded Barbet
Capito fitzpatricki,sirbar1,Sira Barbet
Capito quinticolor,ficbar1,Five-colored Barbet
Capito brunneipectus,brcbar1,Brown-chested Barbet
Capito niger,blsbar1,Black-spotted Barbet
Capito auratus,gilbar1,Gilded Barbet
Eubucco richardsoni,letbar1,Lemon-throated Barbet
Eubucco tucinkae,schbar1,Scarlet-hooded Barbet
Eubucco bourcierii,rehbar1,Red-headed Barbet
Eubucco versicolor,verbar1,Versicolored Barbet
Semnornis frantzii,prbbar1,Prong-billed Barbet
Semnornis ramphastinus,toubar1,Toucan Barbet
