CATEGORY,SPECIES_CODE,PRIMARY_COM_NAME,SCI_NAME
species,nutfly,Nutting's Flycatcher,Myiarchus nuttingi
species,grcfly,Great Crested Flycatcher,Myiarchus crinitus
species,bncfly,Brown-crested Flycatcher,Myiarchus tyrannulus
species,galfly1,Galapagos Flycatcher,Myiarchus magnirostris
species,grefly1,Grenada Flycatcher,Myiarchus nugator
species,rutfly1,Rufous-tailed Flycatcher,Myiarchus validus
species,lasfly,La Sagra's Flycatcher,Myiarchus sagrae
species,stofly1,Stolid Flycatcher,Myiarchus stolidus
species,purfly1,Puerto Rican Flycatcher,Myiarchus antillarum
species,leafly1,Lesser Antillean Flycatcher,Myiarchus oberi
species,cattyr,Cattle Tyrant,Machetornis rixosa
species,leskis1,Lesser Kiskadee,Philohydor lictor
species,grekis,Great Kiskadee,Pitangus sulphuratus
species,bobfly1,Boat-billed Flycatcher,Megarynchus pitangua
species,rumfly1,Rusty-margined Flycatcher,Myiozetetes cayanensis
species,socfly1,Social Flycatcher,Myiozetetes similis
species,grcfly1,Gray-capped Flycatcher,Myiozetetes granadensis
species,ducfly2,Dusky-chested Flycatcher,Myiozetetes luteiventris
species,whbfly1,White-bearded Flycatcher,Phelpsia inornata
species,whrfly,White-ringed Flycatcher,Conopias albovittatus
species,yetfly2,Yellow-throated Flycatcher,Conopias parvus
species,thsfly2,Three-striped Flycatcher,Conopias trivirgatus
species,lebfly2,Lemon-browed Flycatcher,Conopias cinchoneti
species,gobfly1,Golden-bellied Flycatcher,Myiodynastes hemichrysus
species,gocfly1,Golden-crowned Flycatcher,Myiodynastes chrysocephalus
species,baifly1,Baird's Flycatcher,Myiodynastes bairdii
species,strfly1,Streaked Flycatcher,Myiodynastes maculatus
species,subfly,Sulphur-bellied Flycatcher,Myiodynastes luteiventris
species,pirfly1,Piratic Flycatcher,Legatus leucophaius
species,varfly,Variegated Flycatcher,Empidonomus varius
species,croslf1,Crowned Slaty Flycatcher,Empidonomus aurantioatrocristatus
species,sulfly1,Sulphury Flycatcher,Tyrannopsis sulphurea
species,sntkin1,Snowy-throated Kingbird,Tyrannus niveigularis
species,whtkin1,White-throated Kingbird,Tyrannus albogularis
species,trokin,Tropical Kingbird,Tyrannus melancholicus
species,coukin,Couch's Kingbird,Tyrannus couchii
species,caskin,Cassin's Kingbird,Tyrannus vociferans
species,thbkin,Thick-billed Kingbird,Tyrannus crassirostris
species,weskin,Western Kingbird,Tyrannus verticalis
species,easkin,Eastern Kingbird,Tyrannus tyrannus
species,grykin,Gray Kingbird,Tyrannus dominicensis
species,logkin,Loggerhead Kingbird,Tyrannus caudifasciatus
species,giakin1,Giant Kingbird,Tyrannus cubensis
species,sctfly,Scissor-tailed Flycatcher,Tyrannus forficatus
species,fotfly,Fork-tailed Flycatcher,Tyrannus savana
species,alblyr1,Albert's Lyrebird,Menura alberti
species,suplyr1,Superb Lyrebird,Menura novaehollandiae
species,rusbir1,Rufous Scrub-bird,Atrichornis rufescens
species,nosbir1,Noisy Scrub-bird,Atrichornis clamosus
species,whecat1,White-eared Catbird,Ailuroedus buccoides
species,ocbcat1,Ochre-breasted Catbird,Ailuroedus stonii
species,taccat1,Tan-capped Catbird,Ailuroedus geislerorum
species,spocat2,Spotted Catbird,Ailuroedus maculosus
species,huocat1,Huon Catbird,Ailuroedus astigmaticus
species,bkccat1,Black-capped Catbird,Ailuroedus melanocephalus
species,norcat1,Northern Catbird,Ailuroedus jobiensis
species,arfcat1,Arfak Catbird,Ailuroedus arfakianus
species,spocat1,Black-eared Catbird,Ailuroedus melanotis
species,grecat1,Green Catbird,Ailuroedus crassirostris
species,tobcat2,Tooth-billed Bowerbird,Scenopoeetes dentirostris
species,arcbow1,Archbold's Bowerbird,Archboldia papuensis
species,vogbow2,Vogelkop Bowerbird,Amblyornis inornata
species,macbow2,MacGregor's Bowerbird,Amblyornis macgregoriae
species,strbow1,Streaked Bowerbird,Amblyornis subalaris
species,gofbow1,Golden-fronted Bowerbird,Amblyornis flavifrons
species,golbow1,Golden Bowerbird,Amblyornis newtoniana
species,flabow3,Masked Bowerbird,Sericulus aureus
species,flabow2,Flame Bowerbird,Sericulus ardens
species,fimbow1,Fire-maned Bowerbird,Sericulus bakeri
species,regbow1,Regent Bowerbird,Sericulus chrysocephalus
species,satbow1,Satin Bowerbird,Ptilonorhynchus violaceus
species,wesbow1,Western Bowerbird,Chlamydera guttata
species,spobow1,Spotted Bowerbird,Chlamydera maculata
species,grebow1,Great Bowerbird,Chlamydera nuchalis
species,yebbow1,Yellow-breasted Bowerbird,Chlamydera lauterbachi
species,fabbow1,Fawn-breasted Bowerbird,Chlamydera cerviniventris
species,paptre1,Papuan Treecreeper,Cormobates placens
species,whttre3,White-throated Treecreeper,Cormobates leucophaea
species,whbtre2,White-browed Treecreeper,Climacteris affinis
species,rebtre1,Red-browed Treecreeper,Climacteris erythrops
species,brotre2,Brown Treecreeper,Climacteris picumnus
species,bkttre1,Black-tailed Treecreeper,Climacteris melanurus
species,ruftre3,Rufous Treecreeper,Climacteris rufus
species,grygra1,Gray Grasswren,Amytornis barbatus
species,rufgra1,Rufous Grasswren,Amytornis whitei
species,rusgra1,Opalton Grasswren,Amytornis rowleyi
species,strgra2,Striated Grasswren,Amytornis striatus
species,whtgra1,White-throated Grasswren,Amytornis woodwardi
species,cargra2,Carpentarian Grasswren,Amytornis dorotheae
species,shtgra1,Short-tailed Grasswren,Amytornis merrotsyi
species,thbgra1,Western Grasswren,Amytornis textilis
species,thbgra4,Thick-billed Grasswren,Amytornis modestus
species,blagra1,Black Grasswren,Amytornis housei
species,eyrgra1,Eyrean Grasswren,Amytornis goyderi
species,dusgra1,Dusky Grasswren,Amytornis purnelli
species,kalgra1,Kalkadoon Grasswren,Amytornis ballarae
species,souemu1,Southern Emuwren,Stipiturus malachurus
species,rucemu1,Rufous-crowned Emuwren,Stipiturus ruficeps
species,malemu1,Mallee Emuwren,Stipiturus mallee
species,walfai1,Wallace's Fairywren,Sipodotus wallacii
species,orcfai1,Orange-crowned Fairywren,Clytomyias insignis
species,brbfai1,Broad-billed Fairywren,Chenorhamphus grayi
species,brbfai2,Campbell's Fairywren,Chenorhamphus campbelli
species,empfai1,Emperor Fairywren,Malurus cyanocephalus
species,pucfai2,Purple-crowned Fairywren,Malurus coronatus
species,rewfai1,Red-winged Fairywren,Malurus elegans
species,blbfai1,Blue-breasted Fairywren,Malurus pulcherrimus
species,varfai1,Purple-backed Fairywren,Malurus assimilis
species,varfai5,Variegated Fairywren,Malurus lamberti
species,lovfai1,Lovely Fairywren,Malurus amabilis
species,splfai1,Splendid Fairywren,Malurus splendens
species,supfai1,Superb Fairywren,Malurus cyaneus
species,whwfai1,White-winged Fairywren,Malurus leucopterus
species,rebfai1,Red-backed Fairywren,Malurus melanocephalus
species,whsfai1,White-shouldered Fairywren,Malurus alboscapulatus
species,daehon1,Dark-eared Myza,Myza celebensis
species,grshon1,White-eared Myza,Myza sarasinorum
species,easspi1,Eastern Spinebill,Acanthorhynchus tenuirostris
species,wesspi1,Western Spinebill,Acanthorhynchus superciliosus
species,piehon1,Pied Honeyeater,Certhionyx variegatus
species,plahon1,Plain Honeyeater,Pycnopygius ixoides
species,marhon1,Marbled Honeyeater,Pycnopygius cinereus
species,sthhon1,Streak-headed Honeyeater,Pycnopygius stictocephalus
species,tui1,Tui,Prosthemadera novaeseelandiae
species,nezbel1,New Zealand Bellbird,Anthornis melanura
species,chibel1,Chatham Island Bellbird,Anthornis melanocephala
species,pubhon1,Puff-backed Honeyeater,Meliphaga aruensis
species,yeshon1,Yellow-spotted Honeyeater,Meliphaga notata
species,lewhon1,Lewin's Honeyeater,Meliphaga lewinii
species,stbhon3,Streak-breasted Honeyeater,Territornis reticulata
species,kimhon1,Kimberley Honeyeater,Territornis fordiana
species,whlhon1,White-lined Honeyeater,Territornis albilineata
species,orchon1,Orange-cheeked Honeyeater,Oreornis chrysogenys
species,forhon1,Forest Honeyeater,Microptilotis montanus
species,spbmel1,Mottled Honeyeater,Microptilotis mimikae
species,yeghon1,Yellow-gaped Honeyeater,Microptilotis flavirictus
species,moumel1,Mountain Honeyeater,Microptilotis orientalis
species,scrhon1,Scrub Honeyeater,Microptilotis albonotatus
species,mimhon1,Mimic Honeyeater,Microptilotis analogus
species,taghon1,Tagula Honeyeater,Microptilotis vicina
species,grahon2,Graceful Honeyeater,Microptilotis gracilis
species,grahon5,Cryptic Honeyeater,Microptilotis imitatrix
species,grahon3,Elegant Honeyeater,Microptilotis cinereifrons
species,yelhon1,Yellow Honeyeater,Stomiopera flava
species,whghon1,White-gaped Honeyeater,Stomiopera unicolor
species,whfhon1,White-fronted Honeyeater,Purnella albifrons
species,yefhon1,Yellow-faced Honeyeater,Caligavis chrysops
species,blthon1,Black-throated Honeyeater,Caligavis subfrenata
species,obshon1,Obscure Honeyeater,Caligavis obscura
species,yethon3,Yellow-tufted Honeyeater,Lichenostomus melanops
species,pughon1,Purple-gaped Honeyeater,Lichenostomus cratitius
species,belmin1,Bell Miner,Manorina melanophrys
species,noimin1,Noisy Miner,Manorina melanocephala
species,yetmin1,Yellow-throated Miner,Manorina flavigula
species,blemin1,Black-eared Miner,Manorina melanotis
species,soomel1,Sooty Melidectes,Melidectes fuscus
species,shbmel1,Short-bearded Melidectes,Melidectes nouhuysi
species,lobmel1,Long-bearded Melidectes,Melidectes princeps
species,ornmel1,Ornate Melidectes,Melidectes torquatus
species,cibmel1,Cinnamon-browed Melidectes,Melidectes ochromelas
species,vogmel1,Vogelkop Melidectes,Melidectes leucostephes
species,huomel1,Huon Melidectes,Melidectes foersteri
species,belmel1,Belford's Melidectes,Melidectes belfordi
species,yebmel1,Yellow-browed Melidectes,Melidectes rufocrissalis
species,brihon1,Bridled Honeyeater,Bolemoreus frenatus
species,eunhon1,Eungella Honeyeater,Bolemoreus hindwoodi
species,spchon1,Spiny-cheeked Honeyeater,Acanthagenys rufogularis
species,bruwat1,Little Wattlebird,Anthochaera chrysoptera
species,litwat1,Western Wattlebird,Anthochaera lunulata
species,reghon1,Regent Honeyeater,Anthochaera phrygia
species,redwat1,Red Wattlebird,Anthochaera carunculata
species,yelwat1,Yellow Wattlebird,Anthochaera paradoxa
species,varhon1,Varied Honeyeater,Gavicalis versicolor
species,manhon1,Mangrove Honeyeater,Gavicalis fasciogularis
species,sinhon1,Singing Honeyeater,Gavicalis virescens
species,yephon1,Yellow-plumed Honeyeater,Ptilotula ornata
species,whphon1,White-plumed Honeyeater,Ptilotula penicillata
species,yethon2,Yellow-tinted Honeyeater,Ptilotula flavescens
species,fushon1,Fuscous Honeyeater,Ptilotula fusca
species,gyhhon1,Gray-headed Honeyeater,Ptilotula keartlandi
species,gyfhon1,Gray-fronted Honeyeater,Ptilotula plumula
species,bouhon1,Bougainville Honeyeater,Stresemannia bougainvillei
species,brbhon1,Brown-backed Honeyeater,Ramsayornis modestus
species,babhon1,Bar-breasted Honeyeater,Ramsayornis fasciatus
species,rubhon2,Rufous-banded Honeyeater,Conopophila albogularis
species,ruthon1,Rufous-throated Honeyeater,Conopophila rufogularis
species,gryhon1,Gray Honeyeater,Conopophila whitei
species,descha1,Gibber Chat,Ashbyia lovensis
species,yelcha1,Yellow Chat,Epthianura crocea
species,cricha1,Crimson Chat,Epthianura tricolor
species,oracha1,Orange Chat,Epthianura aurifrons
species,whfcha1,White-fronted Chat,Epthianura albifrons
species,arfhon1,Arfak Honeyeater,Melipotes gymnops
species,smohon1,Smoky Honeyeater,Melipotes fumigatus
species,washon1,Foja Honeyeater,Melipotes carolae
species,spahon1,Spangled Honeyeater,Melipotes ater
species,machon3,Macgregor's Honeyeater,Macgregoria pulchra
species,lobhon2,Long-billed Honeyeater,Melilestes megarhynchus
species,olistr1,Olive Straightbill,Timeliopsis fulvigula
species,tawstr1,Tawny Straightbill,Timeliopsis griseigula
species,blahon1,Black Honeyeater,Sugomel nigrum
species,bismel1,Bismarck Honeyeater,Vosea whitemanensis
species,sermyz1,Seram Myzomela,Myzomela blasii
species,whcmyz1,White-chinned Myzomela,Myzomela albigula
species,retmyz1,Ruby-throated Myzomela,Myzomela eques
species,ashmyz1,Ashy Myzomela,Myzomela cineracea
species,dusmyz1,Dusky Myzomela,Myzomela obscura
species,redmyz1,Red Myzomela,Myzomela cruentata
species,blamyz1,Papuan Black Myzomela,Myzomela nigrita
species,neimyz1,New Ireland Myzomela,Myzomela pulchella
species,alomyz1,Alor Myzomela,Myzomela prawiradilagae
species,crhmyz1,Crimson-hooded Myzomela,Myzomela kuehni
species,rehmyz1,Red-headed Myzomela,Myzomela erythrocephala
species,summyz1,Sumba Myzomela,Myzomela dammermani
species,rotmyz2,Rote Myzomela,Myzomela irianawidodoae
species,moumyz1,Elfin Myzomela,Myzomela adolphinae
species,sulmyz1,Sulawesi Myzomela,Myzomela chloroptera
species,talmyz1,Taliabu Myzomela,Myzomela wahe
species,wakmyz1,Wakolo Myzomela,Myzomela wakoloensis
species,banmyz1,Banda Myzomela,Myzomela boiei
species,necmyz1,New Caledonian Myzomela,Myzomela caledonica
species,scamyz1,Scarlet Myzomela,Myzomela sanguinolenta
species,micmyz1,Micronesian Myzomela,Myzomela rubratra
species,carmyz1,Cardinal Myzomela,Myzomela cardinalis
species,carmyz4,Samoan Myzomela,Myzomela nigriventris
species,rotmyz1,Rotuma Myzomela,Myzomela chermesina
species,scbmyz1,Sclater's Myzomela,Myzomela sclateri
species,ebomyz1,Bismarck Black Myzomela,Myzomela pammelaena
species,scnmyz1,Scarlet-naped Myzomela,Myzomela lafargei
species,yevmyz1,Yellow-vented Myzomela,Myzomela eichhorni
species,rebmyz1,Red-bellied Myzomela,Myzomela malaitae
species,blhmyz1,Black-headed Myzomela,Myzomela melanocephala
species,soomyz1,Sooty Myzomela,Myzomela tristrami
species,orbmyz1,Orange-breasted Myzomela,Myzomela jugularis
species,blbmyz1,Black-bellied Myzomela,Myzomela erythromelas
species,bkbmyz1,Black-breasted Myzomela,Myzomela vulnerata
species,recmyz1,Red-collared Myzomela,Myzomela rosenbergii
species,barhon2,Barred Honeyeater,Gliciphila undulata
species,tachon1,Tawny-crowned Honeyeater,Gliciphila melanops
species,nehhon1,Vanuatu Honeyeater,Gliciphila notabilis
species,grbhon1,Green-backed Honeyeater,Glycichaera fallax
species,leahon1,Leaden Honeyeater,Ptiloprora plumbea
species,olshon1,Yellow-streaked Honeyeater,Ptiloprora meekiana
species,rushon1,Rufous-sided Honeyeater,Ptiloprora erythropleura
species,mayhon1,Mayr's Honeyeater,Ptiloprora mayri
species,rubhon1,Rufous-backed Honeyeater,Ptiloprora guisei
species,blbhon1,Gray-streaked Honeyeater,Ptiloprora perstriata
species,banhon1,Banded Honeyeater,Cissomela pectoralis
species,sunhon1,Sunda Honeyeater,Lichmera lombokia
species,olihon1,Olive Honeyeater,Lichmera argentauris
species,brohon1,Brown Honeyeater,Lichmera indistincta
species,dabhon1,Dark-brown Honeyeater,Lichmera incana
species,whthon2,White-tufted Honeyeater,Lichmera squamata
species,siehon1,Silver-eared Honeyeater,Lichmera alboauricularis
species,burhon1,Buru Honeyeater,Lichmera deningeri
species,serhon1,Seram Honeyeater,Lichmera monticola
species,yeehon1,Yellow-eared Honeyeater,Lichmera flavicans
species,blchon1,Black-chested Honeyeater,Lichmera notabilis
species,crehon2,Crescent Honeyeater,Phylidonyris pyrrhopterus
species,nehhon2,New Holland Honeyeater,Phylidonyris novaehollandiae
species,whchon2,White-cheeked Honeyeater,Phylidonyris niger
species,whshon1,White-streaked Honeyeater,Trichodere cockerelli
species,whehon1,White-eared Honeyeater,Nesoptilotis leucotis
species,yethon1,Yellow-throated Honeyeater,Nesoptilotis flavicollis
species,blfhon1,Blue-faced Honeyeater,Entomyzon cyanotis
species,whthon1,White-throated Honeyeater,Melithreptus albogularis
species,whnhon3,Gilbert's Honeyeater,Melithreptus chloropsis
species,whnhon2,White-naped Honeyeater,Melithreptus lunatus
species,blhhon1,Black-headed Honeyeater,Melithreptus affinis
species,brhhon1,Brown-headed Honeyeater,Melithreptus brevirostris
species,blchon2,Black-chinned Honeyeater,Melithreptus gularis
species,stbhon2,Strong-billed Honeyeater,Melithreptus validirostris
species,sacmel1,Makira Honeyeater,Meliarchus sclateri
species,guahon1,Guadalcanal Honeyeater,Guadalcanaria inexpectata
species,kanhon1,Kadavu Honeyeater,Meliphacator provocator
species,chagih1,Chattering Giant-Honeyeater,Gymnomyza viridis
species,duegih1,Duetting Giant-Honeyeater,Gymnomyza brunneirostris
species,mao1,Mao,Gymnomyza samoensis
species,crohon1,Crow Honeyeater,Gymnomyza aubryana
species,weswah1,Western Wattled-Honeyeater,Foulehaio procerior
species,easwah1,Eastern Wattled-Honeyeater,Foulehaio carunculatus
species,norwah1,Northern Wattled-Honeyeater,Foulehaio taviunensis
species,tabhon1,Tawny-breasted Honeyeater,Xanthotis flaviventer
species,spohon3,Spotted Honeyeater,Xanthotis polygrammus
species,machon2,Macleay's Honeyeater,Xanthotis macleayanus
species,strhon1,Striped Honeyeater,Plectorhyncha lanceolata
species,paihon1,Painted Honeyeater,Grantiella picta
species,whsfri1,White-streaked Friarbird,Melitograis gilolensis
species,litfri1,Little Friarbird,Philemon citreogularis
species,meyfri1,Meyer's Friarbird,Philemon meyeri
species,timfri1,Timor Friarbird,Philemon inornatus
species,gryfri1,Gray Friarbird,Philemon kisserensis
species,brafri1,Brass's Friarbird,Philemon brassi
species,dusfri1,Morotai Friarbird,Philemon fuscicapillus
species,bkffri1,Buru Friarbird,Philemon moluccensis
species,bkffri2,Tanimbar Friarbird,Philemon plumigenis
species,serfri1,Seram Friarbird,Philemon subcorniculatus
species,neifri1,New Ireland Friarbird,Philemon eichhorni
species,helfri1,Helmeted Friarbird,Philemon buceroides
species,whnfri1,White-naped Friarbird,Philemon albitorques
species,nebfri1,New Britain Friarbird,Philemon cockerelli
species,sicfri1,Silver-crowned Friarbird,Philemon argenticeps
species,noifri1,Noisy Friarbird,Philemon corniculatus
species,necfri1,New Caledonian Friarbird,Philemon diemenensis
species,wesbri1,Western Bristlebird,Dasyornis longirostris
species,easbri1,Eastern Bristlebird,Dasyornis brachypterus
species,rufbri1,Rufous Bristlebird,Dasyornis broadbenti
species,spopar1,Spotted Pardalote,Pardalotus punctatus
species,fospar1,Forty-spotted Pardalote,Pardalotus quadragintus
species,rebpar6,Red-browed Pardalote,Pardalotus rubricatus
species,strpar1,Striated Pardalote,Pardalotus striatus
species,dwawhi1,Goldenface,Pachycare flavogriseum
species,pilotb1,Pilotbird,Pycnoptilus floccosus
species,rocwar1,Rockwarbler,Origma solitaria
species,fernwr1,Fernwren,Oreoscopus gutturalis
species,rumwar1,Rusty Mouse-Warbler,Crateroscelis murina
species,bimwar1,Bicolored Mouse-Warbler,Crateroscelis nigrorufa
species,momwar1,Mountain Mouse-Warbler,Crateroscelis robusta
species,yetscr1,Yellow-throated Scrubwren,Neosericornis citreogularis
species,whbscr3,Spotted Scrubwren,Sericornis maculatus
species,whbscr1,White-browed Scrubwren,Sericornis frontalis
species,tasscr1,Tasmanian Scrubwren,Sericornis humilis
species,athscr1,Atherton Scrubwren,Sericornis keri
species,becscr1,Tropical Scrubwren,Sericornis beccarii
species,larscr1,Large Scrubwren,Sericornis nouhuysi
species,labscr2,Large-billed Scrubwren,Sericornis magnirostra
species,vogscr1,Vogelkop Scrubwren,Sericornis rufescens
species,bufscr1,Buff-faced Scrubwren,Sericornis perspicillatus
species,papscr1,Papuan Scrubwren,Sericornis papuensis
species,gygscr1,Gray-green Scrubwren,Sericornis arfakianus
species,pabscr1,Pale-billed Scrubwren,Sericornis spilodera
species,scrubt2,Scrubtit,Acanthornis magna
species,redthr1,Redthroat,Pyrrholaemus brunneus
species,spewar3,Speckled Warbler,Pyrrholaemus sagittatus
species,ruffie2,Rufous Fieldwren,Calamanthus campestris
